id,age,job,marital,education,default,balance,housing,loan,contact,duration,campaign,previous,y
772,33,admin.,single,secondary,no,690,no,no,cellular,223,3,failure,no
773,42,management,single,tertiary,no,11008,no,no,cellular,822,6,success,yes
774,33,management,married,tertiary,no,415,no,no,cellular,75,5,other,no
775,46,services,married,secondary,no,561,yes,no,cellular,84,4,failure,no
776,28,technician,single,secondary,no,584,yes,no,cellular,354,1,failure,no
777,34,admin.,married,secondary,no,5320,no,no,cellular,114,6,other,no
778,43,services,married,secondary,no,2145,no,no,cellular,271,1,failure,yes
779,32,services,single,secondary,no,-23,no,no,cellular,185,1,failure,no
780,33,services,married,secondary,no,255,yes,yes,cellular,588,2,failure,no
781,52,admin.,married,primary,no,576,yes,no,cellular,139,1,failure,no
782,26,admin.,single,secondary,no,141,yes,no,cellular,19,4,other,no
783,34,admin.,married,primary,no,412,yes,no,cellular,217,1,failure,no
784,59,housemaid,married,primary,no,182,no,no,cellular,90,1,failure,no
785,39,management,single,tertiary,no,2357,yes,no,cellular,64,3,failure,no
786,29,blue-collar,single,secondary,no,1232,yes,no,cellular,258,1,failure,no
787,48,admin.,married,secondary,no,368,yes,no,telephone,430,2,failure,no
788,40,admin.,single,secondary,no,1200,yes,no,cellular,163,2,failure,no
789,27,student,single,tertiary,no,39,no,no,cellular,379,1,other,yes
790,35,blue-collar,married,secondary,no,-100,yes,no,telephone,13,7,failure,no
791,39,technician,married,tertiary,no,794,no,no,telephone,116,2,failure,no
792,28,blue-collar,married,secondary,no,1113,yes,no,cellular,135,1,other,no
793,54,management,married,unknown,no,831,yes,yes,telephone,139,1,other,no
794,31,services,single,secondary,no,181,no,no,cellular,182,1,success,yes
795,32,housemaid,married,primary,no,-184,yes,no,cellular,129,2,failure,no
796,37,blue-collar,married,secondary,no,2848,yes,no,cellular,280,2,failure,no
797,34,admin.,single,secondary,no,-32,no,yes,cellular,89,3,success,no
798,54,blue-collar,married,primary,no,551,yes,no,cellular,251,1,failure,no
799,49,services,married,secondary,no,202,yes,no,cellular,651,2,failure,yes
800,40,services,married,secondary,no,1438,yes,no,cellular,207,1,failure,no
801,39,management,married,secondary,no,517,yes,no,cellular,240,1,failure,no
802,35,blue-collar,single,secondary,no,855,yes,no,cellular,549,1,success,yes
803,54,technician,married,secondary,no,-258,yes,no,cellular,65,3,other,no
804,37,blue-collar,married,secondary,no,346,yes,no,cellular,390,1,failure,no
805,55,entrepreneur,divorced,secondary,no,538,yes,no,cellular,306,1,success,no
806,33,blue-collar,single,tertiary,no,350,yes,no,cellular,148,7,failure,no
807,66,retired,married,secondary,no,203,no,no,cellular,353,1,success,yes
808,37,admin.,married,secondary,no,1207,yes,no,telephone,1353,2,success,yes
809,35,self-employed,single,tertiary,no,44,no,no,cellular,310,2,other,no
810,32,management,single,tertiary,no,4262,yes,no,cellular,246,1,failure,no
811,45,technician,married,secondary,no,406,yes,no,cellular,240,1,other,no
812,42,blue-collar,divorced,secondary,no,1491,yes,no,cellular,203,2,failure,no
813,60,housemaid,married,primary,no,182,no,no,cellular,182,2,failure,no
814,38,admin.,single,secondary,no,1560,yes,no,cellular,9,2,failure,no
815,32,entrepreneur,single,primary,no,1770,no,yes,cellular,206,2,failure,no
816,36,blue-collar,divorced,primary,no,3202,yes,no,cellular,690,3,failure,no
817,41,admin.,divorced,secondary,no,270,yes,no,cellular,143,1,failure,no
818,38,services,married,secondary,no,304,no,yes,cellular,238,1,failure,no
819,24,blue-collar,single,secondary,no,-398,yes,no,cellular,14,3,other,no
820,34,blue-collar,married,secondary,no,1221,yes,no,cellular,210,2,failure,no
821,45,management,married,unknown,no,2724,no,no,cellular,359,2,success,yes
822,34,services,married,secondary,no,1553,yes,no,cellular,6,6,failure,no
823,41,admin.,married,secondary,no,1535,yes,no,cellular,261,1,success,no
824,49,management,married,tertiary,no,5887,no,no,cellular,439,3,success,yes
825,29,management,single,tertiary,no,91,no,no,cellular,99,1,other,no
826,24,blue-collar,single,secondary,no,525,yes,no,cellular,253,1,failure,no
827,44,blue-collar,divorced,secondary,no,338,yes,no,cellular,133,1,failure,no
828,36,technician,married,secondary,no,55,yes,no,cellular,38,2,failure,no
829,27,blue-collar,single,tertiary,no,644,no,no,cellular,657,1,success,yes
830,58,management,married,tertiary,no,2261,yes,no,cellular,1361,1,failure,no
831,32,blue-collar,married,primary,no,2,yes,yes,cellular,180,3,failure,no
832,41,blue-collar,single,secondary,no,1880,no,yes,cellular,35,1,other,no
833,49,admin.,married,secondary,no,1403,no,no,cellular,124,2,failure,no
834,35,unemployed,single,tertiary,no,154,no,no,cellular,200,4,failure,yes
835,38,blue-collar,married,secondary,no,6994,yes,no,telephone,169,1,failure,no
836,54,technician,married,tertiary,no,876,no,no,cellular,269,3,success,yes
837,40,technician,single,secondary,no,556,yes,no,cellular,234,1,failure,no
838,50,blue-collar,married,tertiary,no,1784,no,no,cellular,1184,3,failure,no
839,37,management,single,tertiary,no,0,no,no,cellular,107,1,other,no
840,25,admin.,single,secondary,no,507,yes,no,cellular,832,1,failure,yes
841,49,blue-collar,married,primary,no,3652,yes,yes,cellular,568,1,other,no
842,29,management,married,tertiary,no,30,no,no,cellular,83,1,failure,no
843,33,management,single,tertiary,no,-149,yes,no,cellular,111,1,failure,no
844,35,technician,married,secondary,no,294,yes,no,cellular,301,1,success,yes
845,56,retired,married,primary,no,16432,no,no,cellular,702,2,failure,no
846,29,management,single,tertiary,no,572,yes,no,telephone,72,6,success,no
847,30,blue-collar,married,primary,no,262,yes,no,cellular,15,4,other,no
848,28,management,married,tertiary,no,1109,yes,no,cellular,89,4,failure,no
849,41,retired,single,primary,no,0,no,no,cellular,239,1,failure,no
850,35,self-employed,single,tertiary,no,538,yes,yes,cellular,308,1,failure,no
851,55,management,married,tertiary,no,505,yes,no,cellular,58,1,other,no
852,48,unemployed,married,secondary,no,817,no,no,cellular,806,3,success,yes
853,52,blue-collar,married,primary,no,109,yes,no,cellular,177,4,failure,no
854,30,technician,single,tertiary,no,3086,yes,no,cellular,84,3,failure,no
855,76,retired,married,primary,no,3324,no,no,cellular,227,2,failure,yes
856,36,technician,single,secondary,no,966,no,no,cellular,135,2,failure,no
857,22,student,single,secondary,no,2589,yes,no,cellular,239,1,other,no
858,49,management,married,tertiary,no,85,yes,no,cellular,590,5,other,yes
859,48,admin.,divorced,secondary,no,-513,yes,no,cellular,54,4,other,no
860,58,management,married,tertiary,no,4152,yes,no,cellular,76,7,success,no
861,54,admin.,married,secondary,no,3136,yes,no,telephone,104,1,failure,no
862,55,management,married,primary,no,2587,no,no,cellular,328,2,success,yes
863,40,admin.,single,tertiary,no,283,yes,no,cellular,222,1,failure,no
864,58,admin.,married,secondary,no,169,no,no,cellular,301,1,failure,yes
865,37,blue-collar,divorced,primary,no,117,yes,no,cellular,125,3,failure,no
866,27,management,single,tertiary,no,390,no,no,cellular,120,2,failure,yes
867,28,technician,single,secondary,no,527,yes,no,cellular,161,2,failure,no
868,33,management,married,secondary,no,2858,yes,yes,cellular,175,1,failure,no
869,32,management,single,tertiary,no,3283,no,no,cellular,623,2,success,yes
870,37,blue-collar,married,unknown,no,444,no,no,cellular,143,1,other,no
871,49,blue-collar,married,primary,no,816,yes,no,cellular,76,1,failure,no
872,48,management,married,tertiary,no,612,no,no,cellular,86,7,other,no
873,46,management,married,tertiary,no,716,yes,yes,cellular,557,1,failure,no
874,45,management,divorced,tertiary,no,2237,yes,no,cellular,128,3,failure,no
875,49,technician,divorced,secondary,no,972,no,no,cellular,104,3,failure,no
876,61,blue-collar,married,secondary,no,272,no,no,cellular,318,1,failure,no
877,54,technician,married,secondary,no,473,no,yes,cellular,182,1,failure,yes
878,56,retired,married,unknown,no,230,no,no,cellular,167,1,failure,no
879,51,housemaid,married,unknown,no,2337,yes,no,cellular,133,2,success,no
880,45,management,married,tertiary,no,3857,yes,no,cellular,425,2,failure,no
881,34,management,single,tertiary,no,308,yes,no,cellular,79,4,failure,no
882,78,retired,divorced,secondary,no,3417,no,no,cellular,309,1,success,yes
883,58,housemaid,married,primary,no,4605,no,no,cellular,339,1,failure,no
884,27,technician,single,secondary,no,218,yes,no,cellular,1462,2,failure,no
885,41,blue-collar,married,primary,no,2562,yes,no,cellular,157,1,failure,no
886,21,blue-collar,single,secondary,no,2265,no,no,cellular,156,4,success,no
887,39,admin.,divorced,secondary,no,19,yes,no,cellular,503,2,success,yes
888,36,management,married,secondary,no,339,yes,no,cellular,279,1,failure,no
889,32,self-employed,divorced,tertiary,no,3695,yes,no,cellular,34,1,other,no
890,47,admin.,married,secondary,no,0,no,no,cellular,213,1,other,yes
891,26,technician,single,tertiary,no,-67,yes,no,cellular,143,1,success,no
892,37,management,married,secondary,no,121,no,yes,cellular,211,2,failure,no
893,60,technician,married,secondary,no,2041,no,no,telephone,123,1,failure,no
894,53,retired,married,tertiary,no,2269,no,no,cellular,1091,2,success,yes
895,51,blue-collar,divorced,primary,no,155,yes,yes,cellular,220,1,failure,no
896,30,services,married,secondary,no,4867,yes,yes,telephone,8,6,other,no
897,38,housemaid,divorced,tertiary,no,4312,no,no,cellular,67,4,failure,no
898,54,admin.,divorced,tertiary,no,122,no,no,cellular,322,1,failure,no
899,35,self-employed,single,tertiary,no,935,yes,no,cellular,71,1,failure,no
900,43,blue-collar,married,primary,no,60,no,no,cellular,487,2,other,no
901,55,management,married,primary,no,621,no,yes,cellular,114,1,failure,no
902,35,technician,married,secondary,no,2779,no,no,cellular,182,2,success,yes
903,60,housemaid,divorced,secondary,no,2063,no,no,cellular,54,5,failure,no
904,27,admin.,single,secondary,no,1327,no,no,cellular,339,1,other,no
905,31,management,married,tertiary,no,1331,no,no,cellular,297,1,success,yes
906,34,blue-collar,married,primary,no,500,yes,no,cellular,240,2,failure,no
907,36,blue-collar,married,secondary,no,-185,yes,no,cellular,167,2,failure,no
908,30,admin.,single,secondary,no,43,yes,no,cellular,91,1,failure,no
909,35,admin.,married,secondary,no,287,yes,no,cellular,115,3,failure,no
910,41,management,married,tertiary,no,298,no,no,cellular,209,2,failure,no
911,34,admin.,single,secondary,no,1352,yes,no,cellular,126,1,other,no
912,39,management,married,tertiary,no,839,no,yes,cellular,365,2,failure,no
913,55,technician,married,secondary,no,1938,no,yes,cellular,193,1,success,yes
914,33,services,married,secondary,no,3444,yes,no,telephone,144,1,failure,yes
915,28,services,single,secondary,no,1059,no,no,cellular,146,5,other,no
916,41,blue-collar,married,primary,no,164,yes,no,cellular,150,4,other,no
917,40,self-employed,married,secondary,no,167,yes,yes,cellular,380,4,failure,no
918,33,blue-collar,married,primary,no,-457,yes,yes,cellular,128,1,failure,no
919,34,self-employed,married,tertiary,no,263,no,no,cellular,203,1,other,no
920,34,admin.,married,tertiary,no,21,no,yes,cellular,269,1,failure,no
921,49,management,divorced,tertiary,no,20727,no,no,cellular,285,3,failure,no
922,70,retired,married,primary,no,2346,no,no,cellular,190,3,success,no
923,44,technician,single,tertiary,no,643,no,no,cellular,324,1,failure,yes
924,28,student,single,secondary,no,1925,no,no,cellular,487,1,failure,yes
925,37,blue-collar,married,secondary,no,426,yes,no,cellular,323,3,failure,no
926,62,blue-collar,married,secondary,no,272,no,no,cellular,146,1,failure,yes
927,75,retired,married,secondary,no,324,no,no,telephone,124,2,other,no
928,28,blue-collar,married,primary,no,278,yes,yes,telephone,31,9,other,no
929,34,management,single,tertiary,no,417,yes,no,cellular,99,2,failure,no
930,35,management,single,tertiary,no,1228,no,no,cellular,696,2,failure,yes
931,53,unemployed,married,secondary,no,94,no,no,cellular,493,1,success,yes
932,44,services,married,secondary,no,-230,yes,yes,cellular,352,1,failure,no
933,37,entrepreneur,married,tertiary,no,836,yes,no,cellular,223,1,failure,no
934,34,management,divorced,tertiary,no,0,no,no,cellular,108,4,failure,no
935,31,management,married,secondary,no,678,yes,no,cellular,249,1,failure,no
936,34,services,married,secondary,no,790,yes,no,cellular,579,2,failure,no
937,56,management,divorced,tertiary,no,2037,no,no,cellular,318,1,failure,yes
938,43,management,married,tertiary,no,0,yes,no,cellular,240,3,failure,no
939,61,management,married,tertiary,no,267,no,no,cellular,192,3,success,yes
940,29,blue-collar,single,unknown,no,913,yes,no,telephone,188,1,failure,no
941,32,services,married,secondary,no,3181,yes,no,cellular,118,2,failure,no
942,37,technician,married,secondary,no,24,yes,no,cellular,136,1,failure,no
943,46,admin.,married,secondary,no,179,yes,no,cellular,194,4,other,no
944,33,management,married,tertiary,no,644,yes,yes,cellular,124,2,failure,no
945,38,technician,single,secondary,no,-242,yes,no,cellular,1173,3,success,yes
946,34,technician,single,secondary,no,268,yes,no,cellular,248,1,failure,no
947,52,blue-collar,married,secondary,no,955,no,yes,cellular,301,2,success,yes
948,59,entrepreneur,married,primary,no,0,no,no,telephone,207,2,failure,no
949,47,technician,married,secondary,no,1167,yes,no,cellular,968,1,failure,yes
950,32,admin.,single,secondary,no,626,yes,no,cellular,324,2,failure,no
951,53,management,divorced,tertiary,no,3370,no,no,cellular,180,1,other,no
952,44,management,single,secondary,no,109,yes,no,cellular,101,4,failure,no
953,32,entrepreneur,married,tertiary,no,964,yes,no,cellular,130,1,failure,no
954,39,services,married,secondary,no,20928,no,no,cellular,1166,1,other,no
955,46,blue-collar,married,secondary,no,130,yes,no,cellular,106,1,failure,no
956,72,retired,single,tertiary,no,1285,no,no,telephone,280,2,failure,no
957,32,blue-collar,single,secondary,no,2696,yes,no,cellular,238,6,failure,no
958,53,blue-collar,married,secondary,no,1777,yes,no,cellular,796,5,failure,yes
959,27,student,single,secondary,no,1164,no,no,cellular,256,2,failure,no
960,58,retired,married,secondary,no,801,no,no,cellular,249,1,other,no
961,43,technician,married,secondary,no,422,yes,no,cellular,181,2,failure,no
962,39,blue-collar,married,primary,no,315,yes,no,cellular,259,3,failure,no
963,25,blue-collar,single,secondary,no,1857,yes,no,cellular,187,1,success,yes
964,36,management,married,tertiary,no,-547,yes,no,cellular,267,1,failure,no
965,47,admin.,married,secondary,no,1934,no,yes,cellular,225,1,failure,no
966,55,blue-collar,married,secondary,no,12401,no,no,telephone,111,9,other,no
967,45,services,divorced,primary,no,523,no,no,telephone,380,4,other,no
968,42,housemaid,married,primary,no,4279,yes,no,cellular,97,1,failure,no
969,67,technician,married,secondary,no,0,no,no,cellular,1152,2,success,no
970,48,management,divorced,tertiary,no,428,yes,no,cellular,347,2,failure,no
971,33,services,single,secondary,no,358,yes,no,cellular,302,1,failure,no
972,54,unemployed,divorced,secondary,no,1664,no,no,cellular,106,1,success,yes
973,42,management,married,secondary,no,406,yes,no,cellular,194,1,success,no
974,41,blue-collar,married,secondary,no,992,yes,yes,cellular,335,1,failure,no
975,38,entrepreneur,single,secondary,no,2543,no,no,cellular,223,1,failure,yes
976,27,technician,married,tertiary,no,176,yes,no,cellular,10,2,other,no
977,60,admin.,married,secondary,no,3735,no,no,cellular,190,1,success,yes
978,39,admin.,married,secondary,no,3047,yes,no,cellular,279,1,failure,no
979,38,management,single,tertiary,no,35,yes,no,cellular,156,1,failure,no
980,37,management,married,tertiary,no,900,yes,no,cellular,155,1,failure,no
981,43,management,married,tertiary,no,2987,no,no,cellular,156,1,failure,yes
982,50,admin.,married,secondary,no,284,yes,no,cellular,106,1,failure,no
983,31,admin.,single,secondary,no,-1,yes,no,cellular,99,1,failure,no
984,51,management,divorced,tertiary,no,318,yes,no,cellular,102,2,failure,no
985,57,blue-collar,married,secondary,no,1316,no,no,cellular,221,2,failure,no
986,31,admin.,married,secondary,no,873,yes,no,cellular,147,2,failure,no
987,30,technician,married,secondary,no,-306,yes,yes,cellular,372,1,failure,no
988,39,management,married,tertiary,no,942,yes,no,cellular,564,2,other,no
989,35,technician,married,secondary,no,712,yes,yes,cellular,255,2,failure,no
990,40,services,married,secondary,no,-378,yes,yes,cellular,541,1,failure,no
991,46,admin.,married,unknown,no,2033,no,no,cellular,99,2,failure,no
992,50,blue-collar,married,primary,no,0,yes,no,cellular,131,1,failure,no
993,39,management,married,tertiary,no,1301,no,no,cellular,185,2,failure,no
994,40,technician,divorced,secondary,no,16,yes,no,telephone,34,12,other,no
995,47,management,married,tertiary,no,385,yes,no,cellular,145,1,failure,no
996,30,blue-collar,married,secondary,no,246,yes,no,cellular,166,2,failure,no
997,40,admin.,married,tertiary,no,1108,no,no,cellular,61,2,failure,no
998,47,technician,married,primary,no,235,no,no,cellular,136,2,other,yes
999,74,retired,married,tertiary,no,1843,no,no,cellular,192,1,success,yes
1000,40,blue-collar,married,primary,no,105,yes,no,cellular,143,2,failure,no
1001,24,student,single,secondary,no,382,no,no,cellular,103,1,success,no
1002,72,retired,married,secondary,no,5715,no,no,cellular,1114,1,success,yes
1003,36,unemployed,single,tertiary,no,953,yes,no,cellular,169,1,other,no
1004,21,management,single,secondary,no,691,no,no,cellular,219,1,other,no
1005,39,technician,single,tertiary,no,54,yes,no,cellular,204,2,failure,no
1006,27,management,single,tertiary,no,1623,no,no,cellular,161,1,success,no
1007,32,management,single,tertiary,no,697,no,no,cellular,119,1,failure,no
1008,70,technician,married,secondary,no,3020,no,no,telephone,358,2,failure,no
1009,35,services,married,secondary,no,27,yes,yes,cellular,442,2,failure,no
1010,58,blue-collar,married,secondary,no,1298,yes,no,cellular,522,2,failure,no
1011,35,management,married,tertiary,no,62,no,no,cellular,226,2,success,yes
1012,32,blue-collar,married,primary,no,5511,no,no,cellular,408,2,other,no
1013,41,entrepreneur,married,tertiary,no,171,yes,no,cellular,209,1,failure,no
1014,57,retired,divorced,secondary,no,-663,yes,no,cellular,210,1,failure,no
1015,32,unemployed,single,tertiary,no,685,yes,no,cellular,262,1,other,no
1016,38,admin.,married,tertiary,no,1988,no,no,cellular,164,2,failure,yes
1017,46,blue-collar,married,secondary,no,-221,yes,yes,cellular,219,2,failure,no
1018,32,blue-collar,married,secondary,no,557,yes,yes,cellular,210,2,failure,no
1019,31,management,single,tertiary,no,112,yes,no,cellular,159,2,failure,no
1020,53,management,married,tertiary,no,2124,yes,no,cellular,121,2,failure,no
1021,75,retired,married,tertiary,no,6027,no,no,cellular,1248,2,failure,yes
1022,32,self-employed,divorced,tertiary,no,3271,no,no,cellular,162,1,success,no
1023,55,retired,married,secondary,no,3948,no,no,cellular,149,1,failure,no
1024,32,services,married,secondary,no,1670,no,no,cellular,223,1,failure,no
1025,31,unemployed,married,tertiary,no,330,no,no,cellular,260,1,success,yes
1026,26,services,single,secondary,no,212,yes,no,cellular,144,2,other,no
1027,30,management,single,tertiary,no,1422,yes,yes,cellular,305,1,failure,no
1028,36,entrepreneur,married,secondary,no,24,yes,no,cellular,88,1,failure,no
1029,57,management,married,secondary,no,2155,no,yes,cellular,144,3,failure,yes
1030,35,entrepreneur,married,tertiary,no,129,yes,no,cellular,231,3,other,no
1031,29,blue-collar,married,primary,no,6,yes,no,cellular,39,5,other,no
1032,28,management,single,tertiary,no,6791,no,no,telephone,361,1,failure,no
1033,32,services,married,secondary,no,-489,yes,yes,cellular,93,1,failure,no
1034,34,entrepreneur,single,secondary,no,339,yes,no,cellular,110,2,failure,no
1035,30,admin.,single,secondary,no,523,no,yes,cellular,136,3,success,no
1036,40,services,divorced,primary,no,471,yes,no,cellular,1156,1,failure,yes
1037,51,blue-collar,married,secondary,no,1329,yes,yes,telephone,150,2,failure,no
1038,36,management,married,tertiary,no,549,yes,no,cellular,151,4,failure,no
1039,34,management,divorced,tertiary,no,5754,yes,no,cellular,32,1,failure,no
1040,30,blue-collar,single,secondary,no,1012,yes,no,cellular,22,3,failure,no
1041,30,admin.,single,secondary,yes,-228,yes,no,cellular,101,1,failure,no
1042,55,management,married,primary,no,1691,yes,no,cellular,358,2,failure,no
1043,37,services,married,secondary,no,1543,yes,no,cellular,451,4,success,no
1044,37,blue-collar,married,primary,no,-212,yes,no,cellular,189,3,other,no
1045,40,admin.,married,secondary,no,7711,yes,no,cellular,190,5,failure,no
1046,36,services,married,secondary,no,526,yes,no,cellular,333,2,other,no
1047,30,technician,single,secondary,no,500,yes,no,cellular,176,1,failure,no
1048,75,retired,married,secondary,no,291,no,no,cellular,350,1,success,yes
1049,45,self-employed,married,tertiary,no,-497,yes,yes,cellular,217,1,failure,no
1050,41,blue-collar,married,primary,no,254,yes,no,cellular,25,1,failure,no
1051,36,blue-collar,married,secondary,no,2894,yes,no,cellular,91,1,failure,no
1052,30,admin.,single,secondary,no,914,yes,no,cellular,524,3,failure,yes
1053,69,retired,married,unknown,no,426,no,no,telephone,211,2,success,yes
1054,35,blue-collar,married,primary,no,-167,yes,no,cellular,195,3,failure,no
1055,41,unemployed,married,primary,no,557,yes,no,cellular,158,1,failure,no
1056,30,technician,single,secondary,no,2371,no,no,cellular,661,1,other,yes
1057,53,self-employed,divorced,secondary,no,8112,yes,yes,cellular,75,1,failure,no
1058,34,technician,married,secondary,no,-228,yes,no,cellular,187,3,other,no
1059,38,student,married,unknown,no,0,no,no,cellular,341,1,failure,yes
1060,35,entrepreneur,single,tertiary,no,1295,yes,no,cellular,952,2,failure,no
1061,41,services,married,primary,no,450,yes,no,cellular,122,1,failure,no
1062,61,retired,married,secondary,no,89,no,no,cellular,154,1,failure,no
1063,32,management,married,tertiary,no,4945,no,no,cellular,160,1,other,yes
1064,35,blue-collar,married,secondary,no,667,yes,no,cellular,10,5,other,no
1065,52,admin.,divorced,tertiary,no,0,yes,yes,cellular,122,1,failure,no
1066,28,technician,single,secondary,no,1363,no,no,cellular,431,3,success,no
1067,40,technician,single,secondary,no,822,yes,yes,cellular,155,2,failure,no
1068,43,blue-collar,married,primary,no,250,yes,no,cellular,144,5,failure,no
1069,73,retired,married,primary,no,1388,no,no,telephone,254,1,failure,no
1070,31,technician,single,tertiary,no,882,no,no,cellular,293,1,success,yes
1071,37,admin.,divorced,secondary,no,496,no,no,cellular,118,4,failure,no
1072,32,management,single,tertiary,no,8436,yes,no,cellular,245,1,failure,no
1073,36,management,married,tertiary,no,2415,yes,no,telephone,73,1,other,no
1074,62,management,married,tertiary,no,0,yes,yes,cellular,106,1,failure,no
1075,32,blue-collar,single,secondary,no,-219,yes,no,cellular,446,6,failure,no
1076,53,management,married,tertiary,no,3754,no,no,cellular,307,1,failure,yes
1077,42,services,married,secondary,no,96,yes,no,cellular,238,3,failure,no
1078,30,management,married,tertiary,no,102,yes,no,cellular,470,7,other,yes
1079,34,admin.,divorced,secondary,no,961,no,no,cellular,137,2,failure,no
1080,47,services,married,secondary,no,278,yes,no,cellular,51,1,other,no
1081,48,blue-collar,married,primary,no,214,yes,yes,cellular,307,1,failure,yes
1082,44,admin.,married,secondary,no,0,yes,no,cellular,142,1,other,no
1083,32,technician,single,tertiary,no,1527,yes,no,cellular,270,1,failure,no
1084,32,admin.,married,secondary,no,1229,no,no,cellular,485,1,success,no
1085,30,entrepreneur,married,secondary,no,392,yes,no,cellular,124,1,failure,no
1086,42,management,married,tertiary,no,-556,yes,yes,cellular,682,3,failure,yes
1087,35,admin.,married,secondary,no,220,yes,no,cellular,153,4,failure,no
1088,59,technician,married,secondary,no,1,no,no,cellular,585,1,success,yes
1089,33,admin.,single,secondary,no,745,yes,no,cellular,278,2,other,no
1090,37,management,single,tertiary,no,1027,yes,no,cellular,137,1,failure,yes
1091,44,blue-collar,divorced,primary,no,75,yes,no,cellular,614,1,failure,no
1092,48,services,single,secondary,no,561,yes,no,cellular,214,1,other,no
1093,60,technician,married,secondary,no,1740,no,no,cellular,814,1,success,no
1094,59,management,married,tertiary,no,287,yes,no,cellular,818,2,failure,no
1095,30,management,married,secondary,no,-559,yes,yes,cellular,98,1,failure,no
1096,43,admin.,single,secondary,no,733,yes,no,cellular,126,1,success,yes
1097,35,management,divorced,secondary,no,124,yes,no,cellular,48,4,failure,no
1098,34,blue-collar,single,secondary,no,47,yes,no,cellular,232,1,failure,no
1099,47,housemaid,single,tertiary,no,3232,no,no,telephone,541,1,failure,no
1100,41,admin.,married,primary,no,0,yes,no,cellular,184,2,failure,no
1101,33,blue-collar,married,secondary,no,43,yes,no,cellular,332,2,failure,no
1102,48,admin.,divorced,secondary,no,-480,no,no,cellular,380,2,failure,no
1103,52,management,married,tertiary,no,1392,no,no,cellular,1121,2,failure,no
1104,29,technician,single,tertiary,no,183,yes,yes,cellular,64,1,failure,no
1105,31,services,single,secondary,no,122,yes,no,cellular,157,4,failure,no
1106,34,blue-collar,married,secondary,no,-257,yes,no,cellular,160,1,failure,no
1107,46,management,divorced,tertiary,no,6269,yes,no,telephone,249,3,failure,no
1108,58,management,married,secondary,no,2155,no,yes,cellular,248,2,success,yes
1109,45,blue-collar,divorced,secondary,no,-184,yes,no,cellular,878,3,failure,yes
1110,38,management,single,tertiary,no,171,yes,yes,cellular,60,1,failure,no
1111,31,blue-collar,single,secondary,no,1598,yes,no,cellular,152,2,success,no
1112,23,student,single,secondary,no,2530,yes,no,cellular,194,3,other,no
1113,32,services,divorced,secondary,no,1156,yes,no,cellular,81,1,failure,no
1114,34,technician,married,secondary,no,603,yes,no,cellular,51,4,failure,no
1115,48,technician,single,tertiary,no,104,yes,no,cellular,124,2,other,no
1116,58,blue-collar,divorced,secondary,no,644,no,yes,cellular,220,4,failure,no
1117,51,management,married,tertiary,no,469,no,no,cellular,491,1,success,yes
1118,44,management,single,secondary,no,3684,yes,no,cellular,31,5,failure,no
1119,36,management,single,tertiary,no,953,yes,no,cellular,72,1,other,no
1120,37,management,married,tertiary,no,860,yes,no,cellular,818,2,failure,no
1121,33,admin.,single,primary,no,-258,yes,no,cellular,158,2,failure,no
1122,59,management,married,tertiary,no,2239,no,no,cellular,377,6,success,yes
1123,34,admin.,married,tertiary,no,69,no,yes,cellular,296,1,failure,yes
1124,22,student,single,primary,no,3472,no,no,cellular,529,1,success,yes
1125,59,retired,divorced,primary,no,1194,yes,no,cellular,132,4,failure,no
1126,42,blue-collar,divorced,primary,no,299,yes,no,cellular,305,2,failure,no
1127,29,management,single,secondary,no,703,yes,no,cellular,236,1,success,yes
1128,43,management,divorced,tertiary,no,36,no,no,cellular,61,1,failure,no
1129,73,retired,married,unknown,no,519,no,no,telephone,270,3,success,yes
1130,50,technician,married,tertiary,no,199,yes,yes,cellular,116,2,failure,no
1131,39,management,married,tertiary,no,763,yes,no,cellular,877,7,other,yes
1132,44,admin.,married,secondary,yes,-204,yes,no,cellular,105,1,failure,no
1133,65,admin.,married,secondary,no,952,no,no,cellular,255,1,success,yes
1134,76,retired,married,tertiary,no,2991,no,no,cellular,195,1,success,no
1135,48,admin.,single,secondary,no,3531,yes,no,cellular,81,2,failure,no
1136,45,management,married,secondary,no,38,yes,no,cellular,159,1,failure,no
1137,47,housemaid,married,secondary,no,3940,yes,no,cellular,171,2,success,no
1138,38,services,single,primary,no,3715,yes,no,telephone,41,2,failure,no
1139,34,management,married,tertiary,no,1288,yes,no,cellular,15,8,other,no
1140,75,retired,married,primary,no,1765,no,no,telephone,282,2,success,no
1141,32,technician,married,secondary,no,286,no,no,cellular,60,1,failure,no
1142,49,technician,married,secondary,no,0,yes,no,cellular,190,1,other,no
1143,38,blue-collar,single,secondary,no,13156,yes,no,cellular,291,4,failure,no
1144,61,retired,married,secondary,no,1058,no,no,cellular,218,2,success,yes
1145,48,management,divorced,tertiary,no,-478,yes,no,cellular,87,5,failure,no
1146,20,student,single,unknown,no,179,no,no,cellular,317,1,failure,no
1147,35,management,divorced,tertiary,no,771,yes,yes,cellular,110,1,failure,no
1148,37,management,single,tertiary,no,1027,yes,no,cellular,313,1,success,yes
1149,38,blue-collar,married,primary,no,3242,yes,no,cellular,198,5,failure,no
1150,39,blue-collar,married,secondary,no,20,yes,no,cellular,686,5,failure,no
1151,35,management,married,tertiary,no,5367,no,no,cellular,80,1,failure,no
1152,62,management,married,tertiary,no,997,no,no,cellular,554,1,success,yes
